review_id,dex,family_anchor,family_line,source_id,base_pokemon,variant,source,group,kind,type1,type2,asset_state,suggested_mercury_classification,suggested_acquisition,locked_status,approval,notes
R0656,455,455,#0455 Carnivine,CPF-0224,Carnivine,Carnivine — BlueTowel Alternate form (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Fire,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0657,456,456,#0456 Finneon → #0457 Lumineon,PR-0456,Finneon,Platinum Redux Finneon,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ice,,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0658,457,456,#0456 Finneon → #0457 Lumineon,PR-0457,Lumineon,Platinum Redux Lumineon,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ice,Fighting,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0659,460,459,#0459 Snover → #0460 Abomasnow,ER-1791,Abomasnow,Abomasnow Santa,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,Ice,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0660,480,480,#0480 Uxie,ER-1740,Uxie,Uxie Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,Fairy,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0661,480,480,#0480 Uxie,PR-0480,Uxie,Platinum Redux Uxie,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Dark,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0662,481,481,#0481 Mesprit,ER-1739,Mesprit,Mesprit Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,Fairy,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0663,481,481,#0481 Mesprit,PR-0481,Mesprit,Platinum Redux Mesprit,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Dark,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0664,482,482,#0482 Azelf,ER-1738,Azelf,Azelf Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,Fairy,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0665,482,482,#0482 Azelf,PR-0482,Azelf,Platinum Redux Azelf,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Dark,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0666,484,484,#0484 Palkia,PR-0484,Palkia,Platinum Redux Palkia,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Psychic,Dragon,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0667,486,486,#0486 Regigigas,PR-0486,Regigigas,Platinum Redux Regigigas,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Bug,Steel,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0668,488,488,#0488 Cresselia,PR-0488,Cresselia,Platinum Redux Cresselia,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fighting,Ghost,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0669,489,489,#0489 Phione,PR-0489,Phione,Platinum Redux Phione,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Steel,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0670,490,490,#0490 Manaphy,PR-0490,Manaphy,Platinum Redux Manaphy,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Rock,Psychic,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0671,491,491,#0491 Darkrai,ER-1795,Darkrai,Darkrai Nightmare,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Dark,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0672,491,491,#0491 Darkrai,PR-0491,Darkrai,Platinum Redux Darkrai,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Dark,Psychic,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0673,492,492,#0492 Shaymin,PR-0492,Shaymin,Platinum Redux Shaymin,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Grass,Flying,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0674,494,494,#0494 Victini,ER-1783,Victini,Victini Primal,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Psychic,Fire,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0675,497,495,#0495 Snivy → #0496 Servine → #0497 Serperior,ER-1616,Serperior,Serperior Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,Dragon,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0676,497,495,#0495 Snivy → #0496 Servine → #0497 Serperior,CPF-0241,Serperior,Serperior — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Dragon,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0677,499,498,#0498 Tepig → #0499 Pignite → #0500 Emboar,CPF-0242,Pignite,Pignite — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Rock,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0678,500,498,#0498 Tepig → #0499 Pignite → #0500 Emboar,CPF-0243,Emboar,Emboar — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Rock,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0679,503,501,#0501 Oshawott → #0502 Dewott → #0503 Samurott,ER-1625,Samurott,Samurott Hisuian Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Dark,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0680,503,501,#0501 Oshawott → #0502 Dewott → #0503 Samurott,ER-1618,Samurott,Samurott Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Fighting,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0681,503,501,#0501 Oshawott → #0502 Dewott → #0503 Samurott,CPF-0244,Samurott,Samurott — BlueTowel Alternate form (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Fighting,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0682,503,501,#0501 Oshawott → #0502 Dewott → #0503 Samurott,CPF-0245,Samurott,Samurott — BlueTowel Alternate form (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Dark,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0683,509,509,#0509 Purrloin → #0510 Liepard,CPF-0256,Purrloin,Purrloin — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ground,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0684,510,509,#0509 Purrloin → #0510 Liepard,CPF-0257,Liepard,Liepard — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ground,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0685,511,511,#0511 Pansage → #0512 Simisage,ER-1730,Pansage,Pansage Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0686,512,511,#0511 Pansage → #0512 Simisage,ER-1731,Simisage,Simisage Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0687,513,513,#0513 Pansear → #0514 Simisear,ER-1732,Pansear,Pansear Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0688,514,513,#0513 Pansear → #0514 Simisear,ER-1733,Simisear,Simisear Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0689,515,515,#0515 Panpour → #0516 Simipour,ER-1728,Panpour,Panpour Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Psychic,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0690,516,515,#0515 Panpour → #0516 Simipour,ER-1729,Simipour,Simipour Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Psychic,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0691,517,517,#0517 Munna → #0518 Musharna,CPF-0246,Munna,Munna — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0692,518,517,#0517 Munna → #0518 Musharna,CPF-0247,Musharna,Musharna — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0693,519,519,#0519 Pidove → #0520 Tranquill → #0521 Unfezant,CPF-0248,Pidove,Pidove — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0694,520,519,#0519 Pidove → #0520 Tranquill → #0521 Unfezant,CPF-0249,Tranquill,Tranquill — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0695,521,519,#0519 Pidove → #0520 Tranquill → #0521 Unfezant,CPF-0250,Unfezant,Unfezant — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0696,524,524,#0524 Roggenrola → #0525 Boldore → #0526 Gigalith,CPF-0251,Roggenrola,Roggenrola — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0697,525,524,#0524 Roggenrola → #0525 Boldore → #0526 Gigalith,CPF-0252,Boldore,Boldore — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0698,529,529,#0529 Drilbur → #0530 Excadrill,ER-1682,Drilbur,Drilbur Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dragon,Ground,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0699,530,529,#0529 Drilbur → #0530 Excadrill,ER-1683,Excadrill,Excadrill Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dragon,Ground,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0700,532,532,#0532 Timburr → #0533 Gurdurr → #0534 Conkeldurr,CPF-0253,Timburr,Timburr — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fighting,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0701,533,532,#0532 Timburr → #0533 Gurdurr → #0534 Conkeldurr,CPF-0254,Gurdurr,Gurdurr — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fighting,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0702,534,532,#0532 Timburr → #0533 Gurdurr → #0534 Conkeldurr,CPF-0255,Conkeldurr,Conkeldurr — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fighting,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0703,538,538,#0538 Throh,ER-1697,Throh,Throh Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Normal,,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0704,539,539,#0539 Sawk,ER-1696,Sawk,Sawk Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Normal,,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0705,548,548,#0548 Petilil → #0549 Lilligant,CPF-0258,Petilil,Petilil — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0706,548,548,#0548 Petilil → #0549 Lilligant,CPF-0259,Petilil,Petilil — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0707,549,548,#0548 Petilil → #0549 Lilligant,CPF-0260,Lilligant,Lilligant — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0708,549,548,#0548 Petilil → #0549 Lilligant,CPF-0261,Lilligant,Lilligant — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Fighting,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0709,551,551,#0551 Sandile → #0552 Krokorok → #0553 Krookodile,CPF-0262,Sandile,Sandile — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0710,552,551,#0551 Sandile → #0552 Krokorok → #0553 Krookodile,CPF-0263,Krokorok,Krokorok — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0711,553,551,#0551 Sandile → #0552 Krokorok → #0553 Krookodile,ER-1542,Krookodile,Krookodile Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Ground,Dark,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0712,553,551,#0551 Sandile → #0552 Krokorok → #0553 Krookodile,CPF-0264,Krookodile,Krookodile — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
